id,player_of_match,venue,team1,team2,toss_winner,winner,result,target_runs,target_overs,Home_Win,loser,Home_Loss,Neutral,toss_match_win
335982,BB McCullum,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,runs,223.0,20.0,False,Royal Challengers Bangalore,True,False,False
335983,MEK Hussey,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,runs,241.0,20.0,False,Punjab Kings,True,False,True
335984,MF Maharoof,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Delhi Capitals,wickets,130.0,20.0,True,Rajasthan Royals,False,False,False
335985,MV Boucher,"Wankhede Stadium, Mumbai",Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,wickets,166.0,20.0,False,Mumbai Indians,True,False,False
335986,DJ Hussey,"Eden Gardens, Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,wickets,111.0,20.0,True,Sunrisers Hyderabad,False,False,False
335987,SR Watson,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Punjab Kings,Punjab Kings,Rajasthan Royals,wickets,167.0,20.0,True,Punjab Kings,False,False,False
335988,V Sehwag,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,wickets,143.0,20.0,False,Sunrisers Hyderabad,True,False,False
335989,ML Hayden,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Mumbai Indians,Mumbai Indians,Chennai Super Kings,runs,209.0,20.0,True,Mumbai Indians,False,False,False
335990,YK Pathan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,wickets,215.0,20.0,False,Sunrisers Hyderabad,True,False,True
335991,KC Sangakkara,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Mumbai Indians,Mumbai Indians,Punjab Kings,runs,183.0,20.0,True,Mumbai Indians,False,False,False
335992,SR Watson,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,wickets,136.0,20.0,False,Royal Challengers Bangalore,True,False,True
335993,JDP Oram,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings,wickets,148.0,20.0,True,Kolkata Knight Riders,False,False,False
335994,AC Gilchrist,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,wickets,155.0,20.0,False,Mumbai Indians,False,True,True
335995,SM Katich,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Delhi Capitals,Delhi Capitals,Punjab Kings,wickets,159.0,20.0,True,Delhi Capitals,False,False,False
335996,MS Dhoni,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,runs,179.0,20.0,False,Royal Challengers Bangalore,True,False,True
335997,ST Jayasuriya,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,wickets,138.0,20.0,False,Kolkata Knight Riders,True,False,False
335998,GD McGrath,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Delhi Capitals,runs,192.0,20.0,True,Royal Challengers Bangalore,False,False,False
335999,SE Marsh,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Punjab Kings,Punjab Kings,Punjab Kings,wickets,165.0,20.0,False,Sunrisers Hyderabad,True,False,True
336000,SA Asnodkar,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,runs,197.0,20.0,True,Kolkata Knight Riders,False,False,True
336001,V Sehwag,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Delhi Capitals,wickets,170.0,20.0,False,Chennai Super Kings,True,False,False
336003,IK Pathan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Kolkata Knight Riders,Punjab Kings,Punjab Kings,runs,179.0,20.0,True,Kolkata Knight Riders,False,False,True
336034,P Kumar,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,runs,157.0,20.0,True,Sunrisers Hyderabad,False,False,False
336004,SM Pollock,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,Delhi Capitals,Delhi Capitals,Mumbai Indians,runs,163.0,20.0,False,Delhi Capitals,False,True,False
336005,Sohail Tanvir,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Rajasthan Royals,wickets,110.0,20.0,True,Chennai Super Kings,False,False,False
336006,S Sreesanth,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Punjab Kings,Punjab Kings,Punjab Kings,wickets,127.0,20.0,False,Royal Challengers Bangalore,True,False,True
336007,AC Gilchrist,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,wickets,145.0,20.0,False,Chennai Super Kings,True,False,True
336008,A Nehra,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,Rajasthan Royals,Mumbai Indians,Mumbai Indians,wickets,104.0,20.0,False,Rajasthan Royals,False,True,True
336009,MS Dhoni,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,wickets,188.0,20.0,False,Delhi Capitals,True,False,True
336010,SC Ganguly,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,runs,130.0,16.0,True,Royal Challengers Bangalore,False,False,True
336011,YK Pathan,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,wickets,141.0,20.0,True,Sunrisers Hyderabad,False,False,True
336013,L Balaji,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Punjab Kings,Punjab Kings,Chennai Super Kings,runs,182.0,20.0,True,Punjab Kings,False,False,False
336014,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,runs,205.0,20.0,False,Sunrisers Hyderabad,True,False,True
336015,SR Watson,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,wickets,157.0,20.0,True,Delhi Capitals,False,False,True
336016,SE Marsh,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Punjab Kings,wickets,144.0,20.0,True,Royal Challengers Bangalore,False,False,False
336017,Shoaib Akhtar,"Eden Gardens, Kolkata",Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,runs,134.0,20.0,True,Delhi Capitals,False,False,True
336018,ST Jayasuriya,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Mumbai Indians,Mumbai Indians,wickets,157.0,20.0,True,Chennai Super Kings,False,False,True
336020,A Mishra,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,runs,195.0,20.0,True,Sunrisers Hyderabad,False,False,False
336021,SM Pollock,"Wankhede Stadium, Mumbai",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,wickets,68.0,20.0,True,Kolkata Knight Riders,False,False,True
336022,DPMD Jayawardene,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Punjab Kings,Delhi Capitals,Punjab Kings,runs,89.0,8.0,False,Delhi Capitals,True,False,False
336023,GC Smith,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Rajasthan Royals,runs,198.0,20.0,True,Royal Challengers Bangalore,False,False,False
336024,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,runs,179.0,20.0,False,Sunrisers Hyderabad,True,False,False
336025,M Ntini,"Eden Gardens, Kolkata",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,runs,53.0,8.0,False,Kolkata Knight Riders,True,False,False
336026,SP Goswami,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Delhi Capitals,wickets,155.0,20.0,False,Royal Challengers Bangalore,True,False,True
336027,YK Pathan,"Eden Gardens, Kolkata",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,wickets,148.0,20.0,False,Kolkata Knight Riders,True,False,True
336028,SE Marsh,"Wankhede Stadium, Mumbai",Mumbai Indians,Punjab Kings,Mumbai Indians,Punjab Kings,runs,190.0,20.0,False,Mumbai Indians,True,False,False
336029,A Kumble,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,runs,127.0,20.0,False,Chennai Super Kings,True,False,True
336031,SE Marsh,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,wickets,176.0,20.0,True,Sunrisers Hyderabad,False,False,True
336032,KD Karthik,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Mumbai Indians,Delhi Capitals,Delhi Capitals,wickets,177.0,20.0,True,Mumbai Indians,False,False,True
336033,JA Morkel,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,runs,212.0,20.0,False,Chennai Super Kings,True,False,True
336002,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,wickets,166.0,20.0,False,Sunrisers Hyderabad,True,False,False
336035,Umar Gul,"Eden Gardens, Kolkata",Kolkata Knight Riders,Punjab Kings,Punjab Kings,Kolkata Knight Riders,wickets,175.0,20.0,True,Punjab Kings,False,False,False
336036,Sohail Tanvir,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,wickets,146.0,20.0,True,Mumbai Indians,False,False,True
336037,SK Raina,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,wickets,148.0,20.0,False,Sunrisers Hyderabad,True,False,False
336012,CRD Fernando,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Mumbai Indians,wickets,123.0,18.0,False,Royal Challengers Bangalore,True,False,True
336019,SE Marsh,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Rajasthan Royals,Rajasthan Royals,Punjab Kings,runs,222.0,20.0,True,Rajasthan Royals,False,False,False
336038,SR Watson,"Wankhede Stadium, Mumbai",Delhi Capitals,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,runs,193.0,20.0,False,Delhi Capitals,False,True,False
336039,M Ntini,"Wankhede Stadium, Mumbai",Chennai Super Kings,Punjab Kings,Punjab Kings,Chennai Super Kings,wickets,113.0,20.0,False,Punjab Kings,False,True,False
336040,YK Pathan,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,wickets,164.0,20.0,False,Chennai Super Kings,False,True,True
392181,SR Tendulkar,Newlands,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Mumbai Indians,runs,166.0,20.0,False,Chennai Super Kings,False,True,False
392182,R Dravid,Newlands,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,runs,134.0,20.0,False,Rajasthan Royals,False,True,True
392183,DL Vettori,Newlands,Delhi Capitals,Punjab Kings,Delhi Capitals,Delhi Capitals,wickets,54.0,6.0,False,Punjab Kings,False,True,True
392184,RP Singh,Newlands,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,wickets,102.0,20.0,False,Kolkata Knight Riders,False,True,False
392185,M Muralitharan,St George's Park,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,runs,180.0,20.0,False,Royal Challengers Bangalore,False,True,True
392186,CH Gayle,Kingsmead,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,runs,69.0,9.2,False,Punjab Kings,False,True,True
392188,AC Gilchrist,Newlands,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,runs,185.0,20.0,False,Royal Challengers Bangalore,False,True,True
392189,AB de Villiers,Kingsmead,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Delhi Capitals,runs,190.0,20.0,False,Chennai Super Kings,False,True,True
392190,YK Pathan,Newlands,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,tie,151.0,20.0,False,Kolkata Knight Riders,False,True,False
392191,RS Bopara,Kingsmead,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,wickets,169.0,20.0,False,Royal Challengers Bangalore,False,True,False
392192,PP Ojha,Kingsmead,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,runs,169.0,20.0,False,Mumbai Indians,False,True,True
392194,TM Dilshan,St George's Park,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,wickets,150.0,20.0,False,Royal Challengers Bangalore,False,True,False
392195,KC Sangakkara,Newlands,Punjab Kings,Rajasthan Royals,Punjab Kings,Punjab Kings,runs,140.0,20.0,False,Rajasthan Royals,False,True,True
392196,HH Gibbs,Kingsmead,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,wickets,166.0,20.0,False,Chennai Super Kings,False,True,True
392197,SR Tendulkar,St George's Park,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Mumbai Indians,runs,188.0,20.0,False,Kolkata Knight Riders,False,True,True
392198,YK Pathan,SuperSport Park,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,wickets,144.0,20.0,False,Delhi Capitals,False,True,False
392199,MV Boucher,Kingsmead,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Royal Challengers Bangalore,wickets,140.0,20.0,False,Kolkata Knight Riders,False,True,False
392200,KC Sangakkara,Kingsmead,Punjab Kings,Mumbai Indians,Punjab Kings,Punjab Kings,runs,120.0,20.0,False,Mumbai Indians,False,True,True
392201,DP Nannes,SuperSport Park,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Delhi Capitals,wickets,149.0,20.0,False,Sunrisers Hyderabad,False,True,True
392202,SK Raina,SuperSport Park,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Chennai Super Kings,runs,165.0,20.0,False,Rajasthan Royals,False,True,False
392203,JP Duminy,Buffalo Park,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Mumbai Indians,runs,149.0,20.0,False,Kolkata Knight Riders,False,True,True
392204,Yuvraj Singh,Kingsmead,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,runs,146.0,20.0,False,Punjab Kings,False,True,True
392205,YK Pathan,St George's Park,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,wickets,142.0,20.0,False,Sunrisers Hyderabad,False,True,False
392206,SB Jakati,New Wanderers Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Chennai Super Kings,runs,164.0,20.0,False,Delhi Capitals,False,True,False
392207,DPMD Jayawardene,St George's Park,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Punjab Kings,wickets,154.0,20.0,False,Kolkata Knight Riders,False,True,False
392208,JH Kallis,New Wanderers Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Royal Challengers Bangalore,wickets,150.0,20.0,False,Mumbai Indians,False,True,False
392209,MS Dhoni,Buffalo Park,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,runs,179.0,20.0,False,Sunrisers Hyderabad,False,True,True
392210,GC Smith,Kingsmead,Punjab Kings,Rajasthan Royals,Punjab Kings,Rajasthan Royals,runs,212.0,20.0,False,Punjab Kings,False,True,False
392211,G Gambhir,Kingsmead,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Delhi Capitals,wickets,155.0,20.0,False,Kolkata Knight Riders,False,True,False
392212,RG Sharma,SuperSport Park,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,runs,146.0,20.0,False,Mumbai Indians,False,True,True
392213,A Singh,SuperSport Park,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,wickets,106.0,20.0,False,Royal Challengers Bangalore,False,True,True
392214,ML Hayden,SuperSport Park,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Chennai Super Kings,runs,187.0,18.0,False,Punjab Kings,False,True,True
392215,A Nehra,Buffalo Park,Delhi Capitals,Mumbai Indians,Mumbai Indians,Delhi Capitals,wickets,117.0,20.0,False,Mumbai Indians,False,True,False
392216,DPMD Jayawardene,De Beers Diamond Oval,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,Punjab Kings,wickets,169.0,20.0,False,Sunrisers Hyderabad,False,True,True
392217,S Badrinath,De Beers Diamond Oval,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Chennai Super Kings,wickets,141.0,20.0,False,Rajasthan Royals,False,True,False
392218,JP Duminy,St George's Park,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Mumbai Indians,runs,158.0,20.0,False,Royal Challengers Bangalore,False,True,True
392219,A Mishra,New Wanderers Stadium,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,wickets,124.0,20.0,False,Kolkata Knight Riders,False,True,True
392220,DR Smith,De Beers Diamond Oval,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,runs,167.0,20.0,False,Rajasthan Royals,False,True,True
392221,LRPL Taylor,SuperSport Park,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,wickets,174.0,20.0,False,Kolkata Knight Riders,False,True,True
392222,Harbhajan Singh,SuperSport Park,Punjab Kings,Mumbai Indians,Punjab Kings,Mumbai Indians,wickets,120.0,20.0,False,Punjab Kings,False,True,False
392223,R Bhatia,Kingsmead,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,runs,174.0,20.0,False,Sunrisers Hyderabad,False,True,False
392224,LRPL Taylor,Kingsmead,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,wickets,130.0,20.0,False,Chennai Super Kings,False,True,False
392225,SK Warne,Kingsmead,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,runs,146.0,20.0,False,Mumbai Indians,False,True,True
392226,B Lee,OUTsurance Oval,Delhi Capitals,Punjab Kings,Punjab Kings,Punjab Kings,wickets,121.0,20.0,False,Delhi Capitals,False,True,True
392227,ML Hayden,St George's Park,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Chennai Super Kings,wickets,148.0,20.0,False,Mumbai Indians,False,True,False
392228,RG Sharma,New Wanderers Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,wickets,161.0,20.0,False,Kolkata Knight Riders,False,True,True
392229,Yuvraj Singh,New Wanderers Stadium,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,runs,135.0,20.0,False,Sunrisers Hyderabad,False,True,False
392230,AB de Villiers,OUTsurance Oval,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Delhi Capitals,runs,151.0,20.0,False,Rajasthan Royals,False,True,True
392231,BJ Hodge,SuperSport Park,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,wickets,189.0,20.0,False,Chennai Super Kings,False,True,False
392232,JH Kallis,New Wanderers Stadium,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Royal Challengers Bangalore,wickets,135.0,20.0,False,Delhi Capitals,False,True,False
392233,LR Shukla,Kingsmead,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,wickets,102.0,20.0,False,Rajasthan Royals,False,True,True
392234,M Muralitharan,Kingsmead,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Chennai Super Kings,runs,117.0,20.0,False,Punjab Kings,False,True,True
392235,V Sehwag,SuperSport Park,Delhi Capitals,Mumbai Indians,Delhi Capitals,Delhi Capitals,wickets,166.0,20.0,False,Mumbai Indians,False,True,True
392236,MK Pandey,SuperSport Park,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,runs,171.0,20.0,False,Sunrisers Hyderabad,False,True,True
392237,AC Gilchrist,SuperSport Park,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,wickets,154.0,20.0,False,Delhi Capitals,False,True,True
392238,MK Pandey,New Wanderers Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,wickets,147.0,20.0,False,Chennai Super Kings,False,True,True
392239,A Kumble,New Wanderers Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,runs,144.0,20.0,False,Royal Challengers Bangalore,False,True,False
419106,AD Mathews,"Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,runs,162.0,20.0,False,Sunrisers Hyderabad,False,True,False
419107,YK Pathan,"Brabourne Stadium, Mumbai",Mumbai Indians,Rajasthan Royals,Mumbai Indians,Mumbai Indians,runs,213.0,20.0,False,Rajasthan Royals,False,True,True
419108,G Gambhir,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Delhi Capitals,Delhi Capitals,Delhi Capitals,wickets,143.0,20.0,False,Punjab Kings,True,False,True
419109,MK Tiwary,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,wickets,136.0,20.0,True,Royal Challengers Bangalore,False,False,True
419110,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,runs,191.0,20.0,False,Chennai Super Kings,True,False,True
419111,V Sehwag,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Delhi Capitals,Delhi Capitals,Delhi Capitals,wickets,142.0,20.0,False,Rajasthan Royals,False,True,True
419112,JH Kallis,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Punjab Kings,Punjab Kings,Royal Challengers Bangalore,wickets,204.0,20.0,True,Punjab Kings,False,False,False
419113,MS Dhoni,"Eden Gardens, Kolkata",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,runs,165.0,20.0,False,Kolkata Knight Riders,True,False,True
419114,SR Tendulkar,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Mumbai Indians,Delhi Capitals,Mumbai Indians,runs,219.0,20.0,False,Delhi Capitals,True,False,False
419115,JH Kallis,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,wickets,93.0,20.0,True,Rajasthan Royals,False,False,True
419116,ML Hayden,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,wickets,186.0,20.0,False,Delhi Capitals,True,False,False
419117,A Symonds,Barabati Stadium,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,Sunrisers Hyderabad,runs,171.0,20.0,False,Punjab Kings,False,True,False
419118,AA Jhunjhunwala,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,runs,169.0,20.0,False,Kolkata Knight Riders,False,True,True
419119,JH Kallis,"Brabourne Stadium, Mumbai",Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,wickets,152.0,20.0,False,Mumbai Indians,False,True,False
419120,A Symonds,Barabati Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,runs,172.0,20.0,False,Delhi Capitals,False,True,True
419121,J Theron,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Punjab Kings,Chennai Super Kings,Punjab Kings,tie,137.0,20.0,False,Chennai Super Kings,True,False,False
419122,SR Tendulkar,"Brabourne Stadium, Mumbai",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians,wickets,156.0,20.0,False,Kolkata Knight Riders,False,True,False
419123,RV Uthappa,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,runs,172.0,20.0,True,Chennai Super Kings,False,False,False
419124,AC Voges,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Rajasthan Royals,Punjab Kings,Rajasthan Royals,runs,184.0,20.0,False,Punjab Kings,True,False,False
419125,SR Tendulkar,"Brabourne Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,Mumbai Indians,Mumbai Indians,wickets,181.0,20.0,False,Chennai Super Kings,False,True,True
419128,KM Jadhav,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,runs,184.0,20.0,False,Royal Challengers Bangalore,True,False,False
419126,YK Pathan,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,wickets,149.0,20.0,False,Sunrisers Hyderabad,False,True,False
419127,MK Tiwary,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,runs,184.0,20.0,False,Punjab Kings,True,False,True
419129,NV Ojha,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,runs,178.0,20.0,False,Chennai Super Kings,False,True,True
419130,Harbhajan Singh,"Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,runs,173.0,20.0,False,Sunrisers Hyderabad,False,True,False
